input_gibberish,target_correct,shift_type
gdxgzgofxhip,testatorship,L_DOWN__R_STAY
;amce;et,lancelet,L_STAY__R_RIGHT
xdmkvl.cznkc,semivolcanic,L_DOWN__R_DOWN
nso;rr,bailee,L_RIGHT__R_RIGHT
",r;p;pmyjomr",melolonthine,L_RIGHT__R_RIGHT
weordfi;,weirdful,L_STAY__R_RIGHT
uz0ydgy,japheth,L_DOWN__R_UP
goxicdfmigix,toxidermitis,L_DOWN__R_STAY
g.ll;,bloop,L_UP__R_DOWN
w7rhvyorddhrdd,quenchlessness,L_RIGHT__R_UP
mksrenearsa.,misrehearsal,L_STAY__R_DOWN
km;.kcatkln,implication,L_STAY__R_DOWN
"de,oprbot",demiorbit,L_STAY__R_RIGHT
7h3j8553e,unemitted,L_UP__R_UP
rbvynntsbvr,encumbrance,L_RIGHT__R_LEFT
jnwm;.lh,unemploy,L_LEFT__R_DOWN
h9h8hdyt7jrhyso,noninstrumental,L_RIGHT__R_UP
ubyrtxthsoiogtdusk,interzygapophysial,L_RIGHT__R_LEFT
szgdfaizld,waterquake,L_DOWN__R_RIGHT
vsmptpid;u,canorously,L_RIGHT__R_RIGHT
nuwnq5dgn3b5,mismatchment,L_UP__R_LEFT
im44q,unrra,L_UP__R_RIGHT
ombohpt,invigor,L_RIGHT__R_RIGHT
ybe345qjqgk3,undertakable,L_UP__R_LEFT
j7or8s8jwha89hao,multidimensional,L_LEFT__R_UP
rixklws,tickled,L_LEFT__R_STAY
9dd8e3h5qo8w5,occidentalist,L_UP__R_UP
twakoebbt,twalpenny,L_STAY__R_LEFT
eqw6748eq3,dasyuridae,L_UP__R_UP
upwyfan,upeygan,L_LEFT__R_STAY
v8o80ehd,vilipend,L_STAY__R_UP
[itoysmovs;,puritanical,L_RIGHT__R_RIGHT
b3y4i5g34qo3y5udw,neurotherapeutics,L_UP__R_LEFT
ikuvubuc,olivinic,L_DOWN__R_LEFT
gtsvyuibskkt,fractionally,L_RIGHT__R_LEFT
xjzibj,shaugh,L_DOWN__R_RIGHT
dq4ou5uw,carpitis,L_UP__R_LEFT
xwnreolwpisaxwaw,centrolepidaceae,L_LEFT__R_STAY
[jugpbfz[jocz;,phytographical,L_DOWN__R_RIGHT
ds.kbsykln,salivation,L_RIGHT__R_DOWN
unxobby,unsoggy,L_DOWN__R_STAY
fdvfzjd,reframe,L_DOWN__R_UP
piwusnvy,piquancy,L_RIGHT__R_STAY
xanw..axwlja,canellaceous,L_LEFT__R_DOWN
pq4qdh4omopho4id,parachromophoric,L_UP__R_STAY
"tot,qmod",gigmanic,L_UP__R_RIGHT
z7g9fdb7ozg89h,autoregulation,L_DOWN__R_UP
dkctkln,diction,L_STAY__R_DOWN
mryhylsl,methylal,L_RIGHT__R_STAY
lappinf,lapping,L_LEFT__R_STAY
d34fudikubtyqk,cervicolingual,L_UP__R_LEFT
43f34w8go3h3ww,reversibleness,L_UP__R_UP
gfp[u;,tropyl,L_DOWN__R_RIGHT
duewppd,dyewood,L_STAY__R_RIGHT
hskrtyd,galerus,L_RIGHT__R_LEFT
aowxraxkwkwaa,spectacleless,L_LEFT__R_LEFT
lohznz,lohana,L_DOWN__R_STAY
"feadrsp,",graftdom,L_LEFT__R_RIGHT
9vergreed6,overgreedy,L_STAY__R_UP
ahnswaka,syndesis,L_LEFT__R_DOWN
binubskudn,nominalism,L_RIGHT__R_LEFT
.jmknsykln,lumination,L_RIGHT__R_DOWN
ronfuwdwnxw,tonguefence,L_LEFT__R_STAY
dj.rs,sulea,L_RIGHT__R_DOWN
qmpu5q5if3,amputative,L_UP__R_STAY
cjzfbd,charge,L_DOWN__R_RIGHT
w3sly,sexly,L_UP__R_STAY
",qkw34",kaiser,L_UP__R_DOWN
dvtinr,scribe,L_RIGHT__R_STAY
n3mq5lw;34mq5ld3.3,hematospermatocele,L_UP__R_DOWN
;flvdxxklnz.kxm,professionalism,L_DOWN__R_DOWN
;k;34kd,piperic,L_UP__R_DOWN
vktvjmbrnylt,circumventor,L_RIGHT__R_DOWN
;q.mq5j43,palmature,L_UP__R_DOWN
bfz8cdf,braider,L_DOWN__R_UP
vtjdk.h,crusily,L_RIGHT__R_DOWN
typw,gyps,L_UP__R_STAY
kmmkn3ndh,imminency,L_UP__R_DOWN
ytrnsyiuf,trematoid,L_RIGHT__R_LEFT
l;a.lks,opaloid,L_LEFT__R_DOWN
vutfeoty,curdwort,L_RIGHT__R_STAY
woub3e,spined,L_UP__R_LEFT
"yrdys,rmysyopm",testamentation,L_RIGHT__R_RIGHT
linksnlr,linkable,L_RIGHT__R_STAY
zlidnof,alienor,L_DOWN__R_STAY
hymrnisl,hymenial,L_RIGHT__R_STAY
[dmci;pix,pendulous,L_DOWN__R_RIGHT
imw3[i;dj43e,unsepulchred,L_UP__R_RIGHT
prmotjoscjoa,ornithischia,L_STAY__R_RIGHT
gucdkujd,tidelike,L_DOWN__R_LEFT
im;otera;,unliteral,L_STAY__R_RIGHT
"c.df,.h",clerkly,L_DOWN__R_DOWN
raeoddav;w,tariffable,L_LEFT__R_RIGHT
dof35intly,covetingly,L_UP__R_STAY
bufitiduyt,nidorosity,L_RIGHT__R_LEFT
clngkndng,continent,L_DOWN__R_DOWN
ara7e9ax908x,stauroscopic,L_LEFT__R_UP
cd..j.kvjbz..h,cellulifugally,L_DOWN__R_DOWN
"di[rt,stbr;pid",supermarvelous,L_RIGHT__R_RIGHT
wekrdfj.,weirdful,L_STAY__R_DOWN
".jr,er",lurker,L_STAY__R_DOWN
e3he49tq3qh,dendrogaean,L_UP__R_UP
vpttpfrt,corroder,L_RIGHT__R_RIGHT
ginage,homage,L_STAY__R_LEFT
plueilinfualiam,plurilingualism,L_LEFT__R_STAY
hsbuugitnrd,gaviiformes,L_RIGHT__R_LEFT
xibaruibak,conational,L_LEFT__R_LEFT
g4355,brett,L_UP__R_RIGHT
gtoiogki3ieqk,hypophloeodal,L_UP__R_LEFT
dg4ibid4q5i4,chronocrator,L_UP__R_LEFT
reanaxalwnr,transcalent,L_LEFT__R_STAY
waxjrxnwlnws,escutcheoned,L_LEFT__R_DOWN
grtyo;oyu,fertility,L_RIGHT__R_RIGHT
ysggor,taffle,L_RIGHT__R_UP
g3w1i33a3,besqueeze,L_UP__R_RIGHT
znkylogomd,ankylotome,L_DOWN__R_STAY
sh9h8dy,agonist,L_RIGHT__R_UP
gdcgifkt,hectorly,L_DOWN__R_LEFT
9ery90y9e8a,orthophoria,L_LEFT__R_UP
",w,vewrrp",membretto,L_LEFT__R_RIGHT
mwmveanulw,membranule,L_LEFT__R_STAY
nh;lnrnynlnkv,hypobenthonic,L_RIGHT__R_DOWN
5hqllophy5id,thallophytic,L_UP__R_STAY
0trf8vy8bro6,predictively,L_RIGHT__R_UP
zfczgyfd,arcature,L_DOWN__R_LEFT
ewreaxwmwnr,retracement,L_LEFT__R_STAY
nlmq4jw,homarus,L_UP__R_DOWN
dlmknl,domino,L_STAY__R_DOWN
e94wqo2q4ew,dorsalwards,L_UP__R_UP
9w5390yqt3,osteophage,L_UP__R_UP
czugiondf,cautioner,L_DOWN__R_STAY
cektucusn,celticism,L_STAY__R_LEFT
xaraxoeolla,catacorolla,L_LEFT__R_STAY
co8jat87s,climatius,L_STAY__R_UP
cratcj,cratch,L_STAY__R_RIGHT
rqj8wy,famish,L_UP__R_UP
babr,nant,L_LEFT__R_LEFT
djndnknr,sunshine,L_RIGHT__R_DOWN
fq4eq,varda,L_UP__R_LEFT
aolwpiwxw,solepiece,L_LEFT__R_STAY
cifikkuvdfiyx,corolliferous,L_DOWN__R_LEFT
"jpfxd,pmbdf",horsemonger,L_DOWN__R_RIGHT
epmeoq,dondia,L_UP__R_RIGHT
[oxlafw,pickage,L_LEFT__R_RIGHT
eodkhouw3,dockhouse,L_UP__R_STAY
7hd9j0qww89hq53o6,uncompassionately,L_UP__R_UP
dlrslknterclsta.,dorsointercostal,L_STAY__R_DOWN
"cjozx,oc",chiasmic,L_DOWN__R_RIGHT
";wadsp,",leafdom,L_LEFT__R_RIGHT
[ficdmgoz;,prudential,L_DOWN__R_RIGHT
mkxkngdf;fdgzgkln,misinterpretation,L_DOWN__R_DOWN
;4qtmq5kdq,pragmatica,L_UP__R_DOWN
yoofio,upprop,L_DOWN__R_LEFT
gqyw54yn,haustrum,L_UP__R_LEFT
ntcikigust,mycologist,L_STAY__R_LEFT
ksnud,labis,L_RIGHT__R_LEFT
",kx,we",kicker,L_LEFT__R_DOWN
xuxd,sise,L_DOWN__R_LEFT
d07fzg89h,epuration,L_DOWN__R_UP
varrweu,battery,L_LEFT__R_RIGHT
thofopdin,rhodopsin,L_RIGHT__R_STAY
nuvidweoua,nubiferous,L_LEFT__R_STAY
oectubigeb,pectinogen,L_STAY__R_LEFT
voeaholswe,borsholder,L_LEFT__R_STAY
"xgi,b;d",stumble,L_DOWN__R_RIGHT
gjogjdfgp,thitherto,L_DOWN__R_RIGHT
grttryinh,ferreting,L_RIGHT__R_STAY
w[3dl;3e,speckled,L_UP__R_RIGHT
43bybduq53,renunciate,L_UP__R_LEFT
h8ro3,nifle,L_UP__R_UP
b8ntsy9t,vibrator,L_RIGHT__R_UP
nyrjkt,murkly,L_STAY__R_LEFT
fdomczfmzgopmoxg,reincarnationist,L_DOWN__R_RIGHT
creagyt,creaght,L_STAY__R_UP
ykmrf,timed,L_RIGHT__R_DOWN
riwwi43w,fossores,L_UP__R_LEFT
aoistiku,apostoli,L_STAY__R_LEFT
"jp,p[terpm",homopteron,L_STAY__R_RIGHT
vk;lelja,biporous,L_LEFT__R_DOWN
h6j0yo8ir,nymphlike,L_RIGHT__R_UP
r4i3nelik3,friendlike,L_UP__R_STAY
syoerexcuted,superexcited,L_STAY__R_LEFT
nrhsyrfnrdd,negatedness,L_RIGHT__R_STAY
tjeatroc,theatric,L_STAY__R_RIGHT
52qeek3nibt34,twaddlemonger,L_UP__R_LEFT
knvlndlnsny,inconsonant,L_RIGHT__R_DOWN
"im,psoaj",unmodish,L_LEFT__R_RIGHT
fdc9odhcd,redolence,L_DOWN__R_UP
wlne3.k,sondeli,L_UP__R_DOWN
q99sqaes8a,woodwardia,L_LEFT__R_UP
mrngts,menfra,L_RIGHT__R_DOWN
shagb7sy,snagbush,L_STAY__R_UP
e3k3tqgk3,delegable,L_UP__R_LEFT
wystdufr,quayside,L_RIGHT__R_LEFT
[ew[aepxxo[ora;,preparoccipital,L_LEFT__R_RIGHT
"se,o[a;,ate",semipalmate,L_STAY__R_RIGHT
lshw5lmq5q,oxystomata,L_UP__R_DOWN
70hess,upness,L_STAY__R_UP
vpmvittomh;u,concurringly,L_RIGHT__R_RIGHT
oi45qgkt,portably,L_UP__R_LEFT
g3dl43wn,becoresh,L_UP__R_DOWN
snsoibfi,amapondo,L_RIGHT__R_LEFT
tsfuikihuv,radiologic,L_RIGHT__R_LEFT
nucficibhybzbg,microconjugant,L_DOWN__R_LEFT
"vp,[sty,rmys;oxsyopm",compartmentalization,L_RIGHT__R_RIGHT
wzokuxavkw,explicable,L_LEFT__R_LEFT
;q.mq5k.lg3e,palmatilobed,L_UP__R_DOWN
vgsryidrns,chaetosema,L_RIGHT__R_LEFT
s8xg8g,wistit,L_DOWN__R_UP
zbbud,angie,L_DOWN__R_LEFT
xo9sf8d,slowrie,L_DOWN__R_UP
5y3r5g953,theftbote,L_UP__R_UP
nuawzowbsuryew,misexpenditure,L_LEFT__R_LEFT
ybscikded,unscolded,L_STAY__R_LEFT
97ydy7frhy,outstudent,L_RIGHT__R_UP
in53t4opqlliql,integropallial,L_UP__R_STAY
vpmg;irmvr,confluence,L_RIGHT__R_RIGHT
vpns;ypvusmofr,cobaltocyanide,L_RIGHT__R_RIGHT
gug,tut,L_DOWN__R_STAY
swurwnxwphalix,deutencephalic,L_LEFT__R_STAY
unjott3e,unjogged,L_UP__R_STAY
zmgjfzcpxzifix,anthracosaurus,L_DOWN__R_RIGHT
fruvrt,deicer,L_RIGHT__R_LEFT
"ewaqae,",reswarm,L_LEFT__R_RIGHT
7hy8hsweavo6,unhinderably,L_LEFT__R_UP
xsdzg,sweat,L_DOWN__R_UP
knckxlfh,incisory,L_DOWN__R_DOWN
54qm5,trant,L_UP__R_RIGHT
rhol,egol,L_RIGHT__R_STAY
egrtrgit,wherefor,L_RIGHT__R_LEFT
ptrtrhsl,preregal,L_RIGHT__R_STAY
x7b0fdydhx8od,subprehensile,L_DOWN__R_UP
bzbzgd..d,bagatelle,L_DOWN__R_DOWN
byckeiuduiokasna,nucleoidioplasma,L_STAY__R_LEFT
"pdcocmd,ix",oedicnemus,L_DOWN__R_RIGHT
3lfiwh,elvish,L_UP__R_STAY
jnytsbrtdrf,untraversed,L_RIGHT__R_DOWN
dusgirgenebt,disgorgement,L_STAY__R_LEFT
dkglr,digor,L_STAY__R_DOWN
"im;o,oysn;rmrdd",unlimitableness,L_RIGHT__R_RIGHT
ozfzbyckdub,paranuclein,L_DOWN__R_LEFT
trgrvyptstosm,refectorarian,L_RIGHT__R_RIGHT
ytsbdnudduibudy,transmissionist,L_RIGHT__R_LEFT
tq4e3b3e,gardened,L_UP__R_LEFT
xhnglnh,syntony,L_DOWN__R_DOWN
axeljfw,scrouge,L_LEFT__R_DOWN
rj;r;ykv,eupeptic,L_RIGHT__R_DOWN
oiktrnnttibuv,polyembryonic,L_RIGHT__R_LEFT
;.3qwj43mqn,pleasureman,L_UP__R_DOWN
nlkdrgj.,noiseful,L_RIGHT__R_DOWN
rvvtidid,eccrisis,L_RIGHT__R_STAY
n3wq4qudqk,mesaraical,L_UP__R_LEFT
"[4p,owwp4o;u",promissorily,L_UP__R_RIGHT
a099ho8iw,spoonlike,L_LEFT__R_UP
fodgetomg;u,fidgetingly,L_STAY__R_RIGHT
of34n3tlit3n5,overnegligent,L_UP__R_STAY
",zf,pgz",marmota,L_DOWN__R_RIGHT
xhonseowpiphyaia,chondroepiphysis,L_LEFT__R_STAY
umsus,umaua,L_RIGHT__R_STAY
h9fgysdxgdfo6,northwesterly,L_DOWN__R_UP
omvdxgobzgopm,investigation,L_DOWN__R_RIGHT
0fd08g78gzf6,prepituitary,L_DOWN__R_UP
ptrdnyyr,presbyte,L_RIGHT__R_STAY
kzfgomdgdf,kartometer,L_DOWN__R_STAY
oeroetratress,perpetratress,L_STAY__R_LEFT
mkwnkqd,misniac,L_UP__R_DOWN
dyrbinryrt,stenometer,L_RIGHT__R_LEFT
hllfrnks,goodenia,L_RIGHT__R_DOWN
gsyeppf,fatwood,L_RIGHT__R_RIGHT
uno33fuwg,impeevish,L_UP__R_LEFT
7hr7o6,unruly,L_STAY__R_UP
cf9xxodxx,drossless,L_DOWN__R_UP
d[otsrs,spiraea,L_RIGHT__R_RIGHT
ty3558,ghetti,L_UP__R_UP
znghdmion,anthemion,L_DOWN__R_STAY
vwnnwrrkraxwlja,bennettitaceous,L_LEFT__R_DOWN
twubjkeoriif,twinkleproof,L_STAY__R_LEFT
w7gu7hd58f3,subjunctive,L_UP__R_UP
syooressir,suppressor,L_STAY__R_LEFT
knter;ea.,interpeal,L_STAY__R_DOWN
wua34qin3,suzeraine,L_UP__R_STAY
vwx.jarwe,becluster,L_LEFT__R_DOWN
fy9c9g609x,rhodotypos,L_DOWN__R_UP
ybqgwy4e,unabsurd,L_UP__R_LEFT
s8hbjzh,wingman,L_DOWN__R_UP
g8to3h98e,biglenoid,L_UP__R_UP
xlnarkrjrklna..h,constitutionally,L_LEFT__R_DOWN
x;oczbd,slidage,L_DOWN__R_RIGHT
"gxzck,",tsadik,L_DOWN__R_DOWN
vknsykln,cibation,L_RIGHT__R_DOWN
ystystixrf,tartarized,L_RIGHT__R_STAY
xubvoczl,subvocal,L_DOWN__R_STAY
"se,opvpod",semiovoid,L_STAY__R_RIGHT
w3nuoqoqk,semipapal,L_UP__R_LEFT
xdnugdbcubiyx,semitendinous,L_DOWN__R_LEFT
adu7re,adjure,L_STAY__R_UP
vaziija,bazooka,L_LEFT__R_LEFT
"prcjptp,u",orchotomy,L_STAY__R_RIGHT
mj.tkrllted,multirooted,L_STAY__R_DOWN
audr,sift,L_LEFT__R_LEFT
q4millq53e,armillated,L_UP__R_STAY
imdomhi;st,unsingular,L_RIGHT__R_RIGHT
mwroax,metoac,L_LEFT__R_STAY
unimafinaey,unimaginary,L_LEFT__R_STAY
jegao90ytyaoj7s,megalophthalmus,L_STAY__R_UP
daj8e,damie,L_STAY__R_UP
[smyphts[ju,pantography,L_RIGHT__R_RIGHT
nst.rwjkns,harlequina,L_RIGHT__R_DOWN
trjrf8snorhrdd,remediableness,L_RIGHT__R_UP
[wmsi;pia,pendulous,L_LEFT__R_RIGHT
ybowedusuiya,unperfidious,L_LEFT__R_LEFT
znoxic,anoxic,L_DOWN__R_STAY
b8sddio6,biweekly,L_DOWN__R_UP
mh.lflnykfsr,mylodontidae,L_RIGHT__R_DOWN
ni4og,morph,L_UP__R_LEFT
vlly,coot,L_RIGHT__R_DOWN
nibisuogibiys,monosiphonous,L_STAY__R_LEFT
yaxiarwe,hackster,L_LEFT__R_UP
wciearion,eviration,L_LEFT__R_STAY
[peodq;,podical,L_UP__R_RIGHT
bfkncdf,grinder,L_DOWN__R_DOWN
d;knj.kgrtljd,spinuliferous,L_RIGHT__R_DOWN
hbsyguyr,gnathite,L_RIGHT__R_LEFT
cracubae,cracinae,L_STAY__R_LEFT
bugfixykogyfuc,nitrosulphuric,L_DOWN__R_LEFT
swnseon,dendron,L_LEFT__R_STAY
y9jd9xgzg8c,homeostatic,L_DOWN__R_UP
dq5g3534uwn,catheterism,L_UP__R_LEFT
eims;w,rundle,L_LEFT__R_RIGHT
skanlen,dishorn,L_LEFT__R_DOWN
ibxgixwexa,onchocerca,L_LEFT__R_LEFT
qia;tagj,qualtagh,L_STAY__R_RIGHT
ns.nrl.lhh,balneology,L_RIGHT__R_DOWN
wo4ubtqke,springald,L_UP__R_LEFT
8h9ja,inoma,L_STAY__R_UP
zcfdnzb,acreman,L_DOWN__R_LEFT
o9zdhbdsz6x,lozengeways,L_DOWN__R_UP
op34q5o4,operator,L_UP__R_STAY
h9hv9hyt9oorf,noncontrolled,L_RIGHT__R_UP
bdiogzbuz,geophagia,L_DOWN__R_LEFT
ytinil,trinil,L_RIGHT__R_STAY
8hf8dvtrryo6,indiscreetly,L_RIGHT__R_UP
wdnll.53qdn34,schoolteacher,L_UP__R_DOWN
drlshinrllsvroud,selaginellaceous,L_RIGHT__R_STAY
unawlwxrinf,unselecting,L_LEFT__R_STAY
eitjt,worky,L_RIGHT__R_LEFT
e.ectret,electret,L_STAY__R_DOWN
nsdrkks,basella,L_RIGHT__R_LEFT
feaoginirie,graphomotor,L_LEFT__R_LEFT
tjereimder,thereunder,L_STAY__R_RIGHT
y6e490q5y8dqo,hydropathical,L_UP__R_UP
jnvktvjmdvtk;ykln,uncircumscription,L_RIGHT__R_DOWN
unpfovdxxinb,unprofessing,L_DOWN__R_STAY
jiml[z[z,hunkpapa,L_DOWN__R_RIGHT
y7nns,hubba,L_RIGHT__R_UP
a6oow0a8a,syllepsis,L_LEFT__R_UP
unaxxwaaivlwnwaa,unaccessibleness,L_LEFT__R_STAY
bzxa7dc,basqued,L_DOWN__R_UP
xjrkdkxarkln,cutification,L_LEFT__R_DOWN
wtnogtiw53nibiyw,symphyostemonous,L_UP__R_LEFT
";a[aep,up,wxrp,u",laparomyomectomy,L_LEFT__R_RIGHT
pwoe3,oside,L_UP__R_RIGHT
[q[q;ow5,papalist,L_UP__R_RIGHT
xzo8vzf6,salivary,L_DOWN__R_UP
iqubf,owing,L_LEFT__R_LEFT
nsxstsyr,nazarate,L_RIGHT__R_STAY
p34ipq535id,peripatetic,L_UP__R_STAY
paroa;goa,oarialgia,L_STAY__R_RIGHT
stygtuyuvsk,arthritical,L_RIGHT__R_LEFT
xafwkwaa,cageless,L_LEFT__R_LEFT
uzxx,jass,L_DOWN__R_UP
bhxgzncdf,bystander,L_DOWN__R_DOWN
[i;vomis,pulvinus,L_STAY__R_RIGHT
mogozingldcz,motozintleca,L_DOWN__R_STAY
pewopinion,preopinion,L_LEFT__R_STAY
gogyrrmyj;u,fifteenthly,L_RIGHT__R_RIGHT
w5q;qd5o5odq;;u,stalactitically,L_UP__R_RIGHT
zmd[obfz[joc,anepigraphic,L_DOWN__R_RIGHT
ubvfzxgzodcuzk,infrastapedial,L_DOWN__R_LEFT
cdfuifbux,ceriornis,L_DOWN__R_LEFT
pitrpp[er,outrooper,L_STAY__R_RIGHT
gsogcjo;u,twitchily,L_DOWN__R_RIGHT
dikyn3kkq,columella,L_UP__R_LEFT
wyo4qwd4uo5,suprascript,L_UP__R_LEFT
3shilq4q53,exhilarate,L_UP__R_STAY
d8thshh,sirgang,L_RIGHT__R_UP
soiibbukk,spoonbill,L_STAY__R_LEFT
7hvwh8fyrws,unbenighted,L_LEFT__R_UP
"cpmco;oi,",concilium,L_STAY__R_RIGHT
g3wj3q4,beshear,L_UP__R_RIGHT
"imgfo,,dcmdxx",untrimmedness,L_DOWN__R_RIGHT
eacn,each,L_STAY__R_DOWN
sddotyrt,assorter,L_RIGHT__R_STAY
;nlrlrel;kam,phototropism,L_LEFT__R_DOWN
ftidu,drusy,L_RIGHT__R_RIGHT
[drifpjodyptovs;,pseudohistorical,L_RIGHT__R_RIGHT
nuddomr,byssine,L_RIGHT__R_RIGHT
auddkwnwbr,sifflement,L_LEFT__R_LEFT
paeaplaam,paraplasm,L_LEFT__R_STAY
nudvyuytiiy,biscuitroot,L_RIGHT__R_LEFT
ej;rkln,ruption,L_LEFT__R_DOWN
qoiet534uyn,apodyterium,L_UP__R_LEFT
vukkviaes,billboard,L_LEFT__R_LEFT
"jngent.eman.k,e",ungentlemanlike,L_STAY__R_DOWN
[eprpfpmpia,protogonous,L_LEFT__R_RIGHT
fr0trvsy8hho6,deprecatingly,L_RIGHT__R_UP
stegabiogtgaknate,steganophthalmate,L_STAY__R_LEFT
ogabraanafiet,phantasmagory,L_LEFT__R_LEFT
qpe;sqau,worldway,L_LEFT__R_RIGHT
ginakiarwebak,homalosternal,L_LEFT__R_LEFT
xhixayorw,chicayote,L_LEFT__R_STAY
deshnrlly,swagbelly,L_RIGHT__R_STAY
aaxweslra.kzw,sacerdotalize,L_LEFT__R_DOWN
c8ve9jwrwe,vibrometer,L_LEFT__R_UP
vweuxposwa,berycoidea,L_LEFT__R_RIGHT
yahs0e8hr,handprint,L_LEFT__R_UP
sfioyusbudn,adoptianism,L_RIGHT__R_LEFT
"[rptp,pmpste;oc",protomonostelic,L_STAY__R_RIGHT
hiebkry,gownlet,L_RIGHT__R_LEFT
pig,ouf,L_RIGHT__R_RIGHT
97tbreai,outbreak,L_STAY__R_UP
sa;;kness,sappiness,L_STAY__R_DOWN
snvnltkykv,anchoritic,L_RIGHT__R_DOWN
;zfzchxgkjm,paracystium,L_DOWN__R_DOWN
43tion,region,L_UP__R_STAY
fdc7jbdhg,recumbent,L_DOWN__R_UP
s0o8c8hg,splicing,L_STAY__R_UP
"bstovogpt,",variciform,L_RIGHT__R_RIGHT
nhe4kleke3,hydriodide,L_UP__R_DOWN
trsttsnhrsnlr,rearrangeable,L_RIGHT__R_STAY
",axepf;paaoa",macroglossia,L_LEFT__R_RIGHT
8hdr0stsyr,inseparate,L_RIGHT__R_UP
5480wqd7j,tripsacum,L_UP__R_UP
c8cd0x8cd,didepside,L_DOWN__R_UP
;snh.rdd,pangless,L_RIGHT__R_DOWN
n9dyshu8,bostanji,L_RIGHT__R_UP
oarwkkaeius,patellaroid,L_LEFT__R_LEFT
4qdow5,racist,L_UP__R_RIGHT
revkl.atkln,reviolation,L_STAY__R_DOWN
"e,ossopm",emission,L_STAY__R_RIGHT
nikubd,moline,L_DOWN__R_LEFT
ewa;ru,realty,L_LEFT__R_RIGHT
momka,ninja,L_LEFT__R_RIGHT
x7bo8jzhg,sublimant,L_DOWN__R_UP
cuxgfzcguib,distraction,L_DOWN__R_LEFT
imfdz;;u,unreally,L_DOWN__R_RIGHT
"[fdcp,omzgd",predominate,L_DOWN__R_RIGHT
anlmarnwxa,anomatheca,L_LEFT__R_DOWN
pcpmgp[jpfomzd,odontophorinae,L_DOWN__R_RIGHT
drpyivrmis,septicemia,L_RIGHT__R_STAY
lkd;czj;,kjeldahl,L_DOWN__R_RIGHT
jaesjamsws,hardhanded,L_LEFT__R_RIGHT
ewquiairionaey,requisitionary,L_LEFT__R_STAY
xlo;;dg,skillet,L_DOWN__R_RIGHT
wo433,spree,L_UP__R_LEFT
vaesp;[joam,bardolphian,L_LEFT__R_RIGHT
daedaea,farfara,L_LEFT__R_RIGHT
trauksnab,trailsman,L_STAY__R_LEFT
v.knylnkyr,clintonite,L_RIGHT__R_DOWN
"soarjwe,u",diathermy,L_LEFT__R_RIGHT
imdpmeo5opmq53;u,unconditionately,L_UP__R_RIGHT
pokws,poked,L_LEFT__R_STAY
ptrfivsyr,predicate,L_RIGHT__R_STAY
",3momtpd3[jq;o5ow",meningocephalitis,L_UP__R_RIGHT
[rpbpi;eitoc,probouleutic,L_STAY__R_RIGHT
;z..kzgkvd,palliative,L_DOWN__R_DOWN
9vdfa7doo,overquell,L_DOWN__R_UP
gabgubg,hanging,L_STAY__R_LEFT
d9o9j9h,solomon,L_RIGHT__R_UP
vigifoxg,futurist,L_DOWN__R_RIGHT
54opeopm,triodion,L_UP__R_RIGHT
nqfktqg.3n3ww,navigableness,L_UP__R_DOWN
aaxjoarox,aschistic,L_LEFT__R_RIGHT
trprnysnlr,repentable,L_RIGHT__R_STAY
imxae[wmrwews,uncarpentered,L_LEFT__R_RIGHT
9fcydxg88czd,orchestiidae,L_DOWN__R_UP
tawoue,tawpie,L_STAY__R_LEFT
;fdzcckcdngz.,preaccidental,L_DOWN__R_DOWN
s8aq78wr8hf,disquieting,L_LEFT__R_UP
qoms;wareaw,windlestrae,L_LEFT__R_RIGHT
0recedeht,precedent,L_STAY__R_UP
snityuxr,amortize,L_RIGHT__R_LEFT
tectlnkc,tectonic,L_STAY__R_DOWN
effaceab;e,effaceable,L_STAY__R_RIGHT
lsit,lair,L_RIGHT__R_STAY
lxnjvjc,oxhuvud,L_DOWN__R_DOWN
rpzpmw,toxone,L_LEFT__R_RIGHT
ascahrafw97ao6,advantageously,L_LEFT__R_UP
pfdlzbof,prelabor,L_DOWN__R_STAY
vwokafyw,beplague,L_LEFT__R_LEFT
st7sv,aruac,L_RIGHT__R_UP
"gtsn,msttkshr",frankmarriage,L_RIGHT__R_DOWN
ououk,pipil,L_STAY__R_LEFT
jnwnsleaws,unendorsed,L_LEFT__R_DOWN
vertebr9cy9hdrao,vertebrochondral,L_STAY__R_UP
qt4pgop;ptow5,agrobiologist,L_UP__R_RIGHT
[uri;ome,pyruline,L_STAY__R_RIGHT
fwnaexhahip,genarchship,L_LEFT__R_STAY
unvonnibinh,unconniving,L_RIGHT__R_STAY
in534humqn,interhuman,L_UP__R_STAY
vjrmo;;rt,cheniller,L_RIGHT__R_RIGHT
70ravow,uptable,L_LEFT__R_UP
4joap[pepiw,rhizopodous,L_UP__R_RIGHT
jntrykvrny,unreticent,L_RIGHT__R_DOWN
b8ysj8h,vitamin,L_RIGHT__R_UP
mllew,moore,L_LEFT__R_DOWN
wuwwq4dpwow,syssarcosis,L_UP__R_RIGHT
dsvjkrdd,sackless,L_RIGHT__R_LEFT
bibvibbubusk,nonconvivial,L_RIGHT__R_LEFT
frvkubsnkr,declinable,L_RIGHT__R_LEFT
gerbager,herbager,L_STAY__R_LEFT
chanl;atnkc,cyanopathic,L_STAY__R_DOWN
udzxgomdxx,yeastiness,L_DOWN__R_RIGHT
sixlomf,ducking,L_LEFT__R_RIGHT
ml45krk3e.h,mortifiedly,L_UP__R_DOWN
